score_phrase,title,url,release_date,platform,score,genre,editors_choice
Good,UFC Undisputed 2010,http://psp.ign.com/articles/112/1120927p1.html,15-Sep-10,PlayStation Portable,7.5,Fighting,N
Awful,Sonic Adventure,http://xboxlive.ign.com/articles/112/1120409p1.html,14-Sep-10,Xbox 360,3.5,Platformer,N
Good,Shark or Die,http://wireless.ign.com/articles/112/1120520p1.html,14-Sep-10,Android,7,Action,N
Great,Super Mega Worm,http://wireless.ign.com/articles/111/1119954p1.html,13-Sep-10,iPhone,8,Action,N
Great,Assassin's Creed: Altair's Chronicles,http://wireless.ign.com/articles/112/1120229p1.html,13-Sep-10,Android,8,Action,N
Amazing,Grand Theft Auto: Chinatown Wars,http://wireless.ign.com/articles/111/1119876p1.html,13-Sep-10,iPad,9,Action,Y
Great,Battlefield: Bad Company 2 (Ultimate Edition),http://ps3.ign.com/articles/112/1120226p1.html,13-Sep-10,PlayStation 3,8.9,Shooter,Y
Great,Battlefield: Bad Company 2 (Ultimate Edition),http://xbox360.ign.com/articles/111/1119949p1.html,13-Sep-10,Xbox 360,8.9,Shooter,Y
Great,Hydrophobia,http://xboxlive.ign.com/articles/112/1124139p1.html,28-Sep-10,Xbox 360,8,Action,N
Great,Borderlands: Claptrap's New Robot Revolution,http://xboxlive.ign.com/articles/112/1123884p1.html,28-Sep-10,Xbox 360,8.5,"Action, RPG",Y
Okay,Guitar Hero: Warriors of Rock,http://xbox360.ign.com/articles/112/1123848p1.html,28-Sep-10,Xbox 360,6,Music,N
Good,Soccer Superstars,http://wireless.ign.com/articles/112/1124108p1.html,28-Sep-10,Android,7.5,Sports,N
Great,FIFA Soccer 11,http://ps3.ign.com/articles/112/1123658p1.html,27-Sep-10,PlayStation 3,8.5,Sports,Y
Great,FIFA Soccer 11,http://xbox360.ign.com/articles/112/1123590p1.html,27-Sep-10,Xbox 360,8.5,Sports,Y
Good,Texting of the Bread,http://wireless.ign.com/articles/112/1123834p1.html,27-Sep-10,iPhone,7.5,Educational,N
Bad,Naughty Bear,http://wireless.ign.com/articles/112/1123621p1.html,27-Sep-10,iPhone,4.5,"Action, Adventure",N
Mediocre,Blade Kitten,http://xbox360.ign.com/articles/112/1123394p1.html,24-Sep-10,Xbox 360,5,Action,N
Great,Shibuya,http://wireless.ign.com/articles/112/1123362p1.html,24-Sep-10,iPhone,8.5,Puzzle,N
Mediocre,Blade Kitten,http://ps3.ign.com/articles/112/1123384p1.html,24-Sep-10,PlayStation 3,5,Action,N
Great,R.U.S.E.,http://pc.ign.com/articles/112/1123223p1.html,24-Sep-10,PC,8.5,Strategy,Y
Bad,Truth or Lies,http://ps3.ign.com/articles/112/1122767p1.html,24-Sep-10,PlayStation 3,4,Trivia,N
Mediocre,Blade Kitten,http://pc.ign.com/articles/112/1123395p1.html,24-Sep-10,PC,5,Action,N
Good,Solipskier,http://wireless.ign.com/articles/112/1123256p1.html,24-Sep-10,iPhone,7.5,Sports,N
Okay,Serious Sam HD: The Second Encounter,http://xboxlive.ign.com/articles/112/1123104p1.html,23-Sep-10,Xbox 360,6.5,Shooter,N
Awful,Sonic Adventure,http://ps3.ign.com/articles/112/1123091p1.html,23-Sep-10,PlayStation 3,3.5,Platformer,N
Good,Gangstar: Miami Vindication,http://wireless.ign.com/articles/112/1122990p1.html,23-Sep-10,iPhone,7.5,Action,N
Great,Darksiders,http://pc.ign.com/articles/112/1123064p1.html,23-Sep-10,PC,8,Action,N
Great,Dead Rising 2,http://xbox360.ign.com/articles/112/1123121p1.html,23-Sep-10,Xbox 360,8,"Action, Adventure",Y
Great,Dead Rising 2,http://ps3.ign.com/articles/112/1123065p1.html,23-Sep-10,PlayStation 3,8,"Action, Adventure",Y
Great,Fruit Ninja,http://wireless.ign.com/articles/112/1122730p1.html,22-Sep-10,Android,8,Action,N
Great,DeathSpank: Thongs of Virtue,http://xboxlive.ign.com/articles/112/1122757p1.html,22-Sep-10,Xbox 360,8.5,"Action, RPG",Y
Mediocre,The Lord of the Rings: Aragorn's Quest,http://ps2.ign.com/articles/112/1122470p1.html,21-Sep-10,PlayStation 2,5,Adventure,N
Good,Recettear: An Item Shop's Tale,http://pc.ign.com/articles/112/1122506p1.html,21-Sep-10,PC,7.5,RPG,N
Amazing,NBA 2K11,http://xbox360.ign.com/articles/112/1124904p1.html,1-Oct-10,Xbox 360,9.5,Sports,Y
Okay,Front Mission Evolved,http://xbox360.ign.com/articles/112/1124907p1.html,1-Oct-10,Xbox 360,6,Shooter,N
Great,Enslaved,http://xbox360.ign.com/articles/112/1124743p1.html,1-Oct-10,Xbox 360,8,Action,N
Great,Sam & Max: The Devil's Playhouse,http://ps3.ign.com/articles/112/1125060p1.html,1-Oct-10,PlayStation 3,8,"Adventure, Compilation",N
Great,Sam & Max: The Devil's Playhouse,http://pc.ign.com/articles/112/1124676p1.html,1-Oct-10,PC,8,"Adventure, Compilation",N
Mediocre,Atelier Rorona: The Alchemist of Arland,http://ps3.ign.com/articles/112/1124895p1.html,1-Oct-10,PlayStation 3,5,RPG,N
Okay,Front Mission Evolved,http://ps3.ign.com/articles/112/1124894p1.html,1-Oct-10,PlayStation 3,6,Shooter,N
Bad,Brunswick Pro Bowling,http://ps3.ign.com/articles/112/1124715p1.html,30-Sep-10,PlayStation 3,4,Sports,N
Great,UFO on Tape,http://wireless.ign.com/articles/112/1124684p1.html,30-Sep-10,iPhone,8.5,Action,Y
Great,Dead Rising 2 (Zombrex Edition),http://ps3.ign.com/articles/112/1124695p1.html,30-Sep-10,PlayStation 3,8,"Action, Adventure",Y
Great,Alien Breed 2: Assault,http://xboxlive.ign.com/articles/112/1124720p1.html,30-Sep-10,Xbox 360,8,Shooter,N
Great,Enslaved,http://ps3.ign.com/articles/112/1124745p1.html,30-Sep-10,PlayStation 3,8,Action,N
Great,Zenonia,http://ds.ign.com/articles/112/1124622p1.html,30-Sep-10,Nintendo DSi,8,RPG,N
Great,Worms Reloaded,http://pc.ign.com/articles/112/1124671p1.html,30-Sep-10,PC,8.5,Strategy,Y
Okay,Guitar Hero: Warriors of Rock,http://wii.ign.com/articles/112/1124579p1.html,30-Sep-10,Wii,6,Music,N
Good,FIFA Soccer 11,http://psp.ign.com/articles/112/1124702p1.html,30-Sep-10,PlayStation Portable,7,Sports,N
Great,Dead Rising 2 (Zombrex Edition),http://xbox360.ign.com/articles/112/1124722p1.html,30-Sep-10,Xbox 360,8,"Action, Adventure",Y
Great,Dead Rising 2,http://pc.ign.com/articles/112/1124730p1.html,30-Sep-10,PC,8,"Action, Adventure",Y
Okay,Guitar Hero: Warriors of Rock,http://ps3.ign.com/articles/112/1124420p1.html,29-Sep-10,PlayStation 3,6,Music,N
Bad,Truth or Lies,http://wii.ign.com/articles/112/1124276p1.html,29-Sep-10,Wii,4,Trivia,N
Good,Castlevania: Lords of Shadow,http://xbox360.ign.com/articles/112/1124296p1.html,29-Sep-10,Xbox 360,7.5,Action,N
Bad,Truth or Lies,http://xbox360.ign.com/articles/112/1124272p1.html,29-Sep-10,Xbox 360,4,Trivia,N
Good,Castlevania: Lords of Shadow,http://ps3.ign.com/articles/112/1124315p1.html,29-Sep-10,PlayStation 3,7.5,Action,N
Awful,Samurai Warriors 3,http://wii.ign.com/articles/112/1123939p1.html,28-Sep-10,Wii,3,Action,N
Good,Crush the Castle,http://wireless.ign.com/articles/112/1124093p1.html,28-Sep-10,Android,7,Action,N
Great,NBA 2K11,http://pc.ign.com/articles/112/1126844p1.html,8-Oct-10,PC,8,Sports,N
Good,MySims SkyHeroes,http://ps3.ign.com/articles/112/1126882p1.html,8-Oct-10,PlayStation 3,7,Simulation,N
Good,Sonic the Hedgehog 4: Episode I,http://wireless.ign.com/articles/112/1126803p1.html,8-Oct-10,iPhone,7.5,Platformer,N
Good,MySims SkyHeroes,http://wii.ign.com/articles/112/1126808p1.html,8-Oct-10,Wii,7,Simulation,N
Good,FIFA Soccer 11,http://ds.ign.com/articles/112/1126496p1.html,8-Oct-10,Nintendo DS,7,Sports,N
Good,Left 4 Dead 2: The Sacrifice,http://xboxlive.ign.com/articles/112/1126641p1.html,7-Oct-10,Xbox 360,7,Shooter,N
Good,Def Jam Rapstar,http://xbox360.ign.com/articles/112/1126662p1.html,7-Oct-10,Xbox 360,7.5,Music,N
Good,Def Jam Rapstar,http://ps3.ign.com/articles/112/1126647p1.html,7-Oct-10,PlayStation 3,7.5,Music,N
Painful,Quantum Theory,http://xbox360.ign.com/articles/112/1126002p1.html,6-Oct-10,Xbox 360,2.5,Shooter,N
Painful,Quantum Theory,http://ps3.ign.com/articles/112/1126087p1.html,6-Oct-10,PlayStation 3,2.5,Shooter,N
Great,Alien Breed 2: Assault,http://pc.ign.com/articles/112/1125941p1.html,6-Oct-10,PC,8,Shooter,N
Great,NBA Jam,http://wii.ign.com/articles/112/1125570p1.html,5-Oct-10,Wii,8.5,"Sports, Action",Y
Great,Swords & Soldiers,http://ps3.ign.com/articles/112/1125708p1.html,5-Oct-10,PlayStation 3,8.5,Strategy,Y
Great,Final Fantasy: The 4 Heroes of Light,http://ds.ign.com/articles/112/1125729p1.html,5-Oct-10,Nintendo DS,8,RPG,N
Great,Phantasy Star Portable 2,http://psp.ign.com/articles/112/1125330p1.html,4-Oct-10,PlayStation Portable,8,RPG,N
Good,Pokemon Ranger: Guardian Signs,http://ds.ign.com/articles/112/1125167p1.html,4-Oct-10,Nintendo DS,7,"Action, RPG",N
Great,Comic Jumper: The Adventures of Captain Smiley,http://xboxlive.ign.com/articles/112/1124862p1.html,4-Oct-10,Xbox 360,8,Action,N
Good,Bit.Trip Beat,http://wireless.ign.com/articles/112/1125176p1.html,3-Oct-10,iPhone,7,Action,N
Good,Wii Party,http://wii.ign.com/articles/112/1125168p1.html,3-Oct-10,Wii,7,Party,N
Good,Bubble Bobble Double,http://wireless.ign.com/articles/112/1125175p1.html,3-Oct-10,iPhone,7.5,Puzzle,N
Amazing,Pro Evolution Soccer 2011,http://ps3.ign.com/articles/112/1124752p1.html,1-Oct-10,PlayStation 3,9,Sports,Y
Amazing,Pro Evolution Soccer 2011,http://xbox360.ign.com/articles/112/1124754p1.html,1-Oct-10,Xbox 360,9,Sports,Y
Amazing,NBA 2K11,http://ps3.ign.com/articles/112/1124875p1.html,1-Oct-10,PlayStation 3,9.5,Sports,Y
Okay,Front Mission Evolved,http://pc.ign.com/articles/112/1124910p1.html,1-Oct-10,PC,6,Shooter,N
Amazing,Shantae: Risky's Revenge,http://ds.ign.com/articles/112/1124899p1.html,1-Oct-10,Nintendo DSi,9,Platformer,Y
Good,Robot Unicorn Attack Heavy Metal,http://wireless.ign.com/articles/112/1128158p1.html,14-Oct-10,iPhone,7,Action,N
Bad,Dead Space Ignition,http://ps3.ign.com/articles/112/1127304p1.html,13-Oct-10,PlayStation 3,4.5,Adventure,N
Bad,Dead Space Ignition,http://xboxlive.ign.com/articles/112/1127794p1.html,13-Oct-10,Xbox 360,4.5,Adventure,N
Great,Alan Wake: The Writer,http://xboxlive.ign.com/articles/112/1127375p1.html,12-Oct-10,Xbox 360,8,Action,N
Bad,Sengoku Basara: Samurai Heroes,http://wii.ign.com/articles/112/1127386p1.html,12-Oct-10,Wii,4.5,Action,N
Okay,Medal of Honor,http://xbox360.ign.com/articles/112/1127285p1.html,12-Oct-10,Xbox 360,6,Shooter,N
Okay,Medal of Honor,http://pc.ign.com/articles/112/1127381p1.html,12-Oct-10,PC,6.5,Shooter,N
Good,Arcania: Gothic IV,http://pc.ign.com/articles/112/1127303p1.html,12-Oct-10,PC,7.5,"Action, RPG",N
Good,Arcania: Gothic IV,http://xbox360.ign.com/articles/112/1127292p1.html,12-Oct-10,Xbox 360,7,"Action, RPG",N
Bad,Sengoku Basara: Samurai Heroes,http://ps3.ign.com/articles/112/1127364p1.html,12-Oct-10,PlayStation 3,4.5,Action,N
Good,Invizimals,http://psp.ign.com/articles/112/1127679p1.html,12-Oct-10,PlayStation Portable,7.5,Action,N
Okay,Medal of Honor,http://ps3.ign.com/articles/112/1127112p1.html,12-Oct-10,PlayStation 3,6,Shooter,N
Okay,FIFA Soccer 11,http://wii.ign.com/articles/112/1126910p1.html,11-Oct-10,Wii,6.5,Sports,N
Good,FIFA Soccer 11,http://wireless.ign.com/articles/112/1127091p1.html,11-Oct-10,iPhone,7,Sports,N
Okay,Etrian Odyssey III: The Drowned City,http://ds.ign.com/articles/112/1126894p1.html,11-Oct-10,Nintendo DS,6,RPG,N
Great,ClaDun: This is an RPG,http://psp.ign.com/articles/112/1127096p1.html,11-Oct-10,PlayStation Portable,8,RPG,N
Good,Fatal Fury 3: Road to the Final Victory,http://wii.ign.com/articles/112/1127052p1.html,11-Oct-10,Wii,7.5,Fighting,N
Mediocre,Final Fantasy XIV Online [2010 version],http://pc.ign.com/articles/112/1123824p1.html,11-Oct-10,PC,5.5,RPG,N
Great,Sonic the Hedgehog 4: Episode I,http://ps3.ign.com/articles/112/1126789p1.html,8-Oct-10,PlayStation 3,8,Platformer,Y
Amazing,Super Scribblenauts,http://ds.ign.com/articles/112/1126909p1.html,8-Oct-10,Nintendo DS,9,"Puzzle, Action",Y
Good,MySims SkyHeroes,http://xbox360.ign.com/articles/112/1126885p1.html,8-Oct-10,Xbox 360,7,Simulation,N
Great,Modern Combat 2: Black Pegasus,http://wireless.ign.com/articles/112/1126896p1.html,8-Oct-10,iPhone,8.5,Shooter,Y
Amazing,Cut the Rope,http://wireless.ign.com/articles/112/1126786p1.html,8-Oct-10,iPhone,9,Puzzle,Y
Great,Sonic the Hedgehog 4: Episode I,http://wii.ign.com/articles/112/1126802p1.html,8-Oct-10,Wii,8,Platformer,Y
Great,Sonic the Hedgehog 4: Episode I,http://xboxlive.ign.com/articles/112/1126734p1.html,8-Oct-10,Xbox 360,8,Platformer,Y
Good,Costume Quest,http://ps3.ign.com/articles/112/1129364p1.html,20-Oct-10,PlayStation 3,7.5,RPG,N
Great,DJ Hero 2,http://xbox360.ign.com/articles/112/1129060p1.html,19-Oct-10,Xbox 360,8.5,Music,Y
Mediocre,Rock of the Dead,http://ps3.ign.com/articles/112/1128922p1.html,19-Oct-10,PlayStation 3,5,Music,N
Bad,Saw II: Flesh & Blood,http://ps3.ign.com/articles/112/1128950p1.html,19-Oct-10,PlayStation 3,4.5,Action,N
Okay,Final Fantasy: Mystic Quest,http://wii.ign.com/articles/112/1128906p1.html,19-Oct-10,Wii,6,RPG,N
Great,EA Sports MMA,http://ps3.ign.com/articles/112/1129104p1.html,19-Oct-10,PlayStation 3,8,Fighting,N
Great,Fallout: New Vegas,http://ps3.ign.com/articles/112/1129016p1.html,19-Oct-10,PlayStation 3,8.5,RPG,Y
Great,Just Dance 2,http://wii.ign.com/articles/112/1128808p1.html,19-Oct-10,Wii,8,Music,N
Great,EA Sports MMA,http://xbox360.ign.com/articles/112/1128966p1.html,19-Oct-10,Xbox 360,8,Fighting,N
Great,Fallout: New Vegas,http://xbox360.ign.com/articles/112/1128957p1.html,19-Oct-10,Xbox 360,8.5,RPG,Y
Amazing,Fallout: New Vegas,http://pc.ign.com/articles/112/1129025p1.html,19-Oct-10,PC,9,RPG,Y
Okay,Star Battalion,http://wireless.ign.com/articles/112/1128598p1.html,18-Oct-10,iPhone,6.5,Shooter,N
Amazing,Game Dev Story,http://wireless.ign.com/articles/112/1128588p1.html,18-Oct-10,iPhone,9,Simulation,Y
Amazing,Super Meat Boy,http://xboxlive.ign.com/articles/112/1128601p1.html,18-Oct-10,Xbox 360,9,Platformer,Y
Great,Vanquish,http://ps3.ign.com/articles/112/1128417p1.html,18-Oct-10,PlayStation 3,8.5,Shooter,Y
Okay,Lost Planet 2,http://pc.ign.com/articles/112/1128676p1.html,18-Oct-10,PC,6,Shooter,N
Great,Vanquish,http://xbox360.ign.com/articles/112/1128436p1.html,18-Oct-10,Xbox 360,8.5,Shooter,Y
Mediocre,John Daly's ProStroke Golf,http://ps3.ign.com/articles/112/1128427p1.html,15-Oct-10,PlayStation 3,5.5,Sports,N
Amazing,Kirby's Epic Yarn,http://wii.ign.com/articles/112/1128257p1.html,15-Oct-10,Wii,9,Platformer,Y
Great,Naruto: Ultimate Ninja Storm 2,http://ps3.ign.com/articles/112/1128423p1.html,15-Oct-10,PlayStation 3,8,Fighting,N
Great,Transformers G1: Awakening,http://wireless.ign.com/articles/112/1128399p1.html,15-Oct-10,Android,8,Action,N
Great,Naruto: Ultimate Ninja Storm 2,http://xbox360.ign.com/articles/112/1128437p1.html,15-Oct-10,Xbox 360,8,Fighting,N
Good,Avatar: The Game,http://wireless.ign.com/articles/112/1128391p1.html,15-Oct-10,Android,7,Action,N
Great,Borderlands (Game of the Year Edition),http://xbox360.ign.com/articles/112/1128295p1.html,15-Oct-10,Xbox 360,8.8,"Action, RPG",Y
Okay,Patrician IV: Conquest By Trade,http://pc.ign.com/articles/112/1128081p1.html,14-Oct-10,PC,6.5,Simulation,N
Okay,Star Wars: The Force Unleashed II,http://xbox360.ign.com/articles/113/1130400p1.html,26-Oct-10,Xbox 360,6.5,Action,N
Great,DJ Hero 2,http://wii.ign.com/articles/113/1130665p1.html,26-Oct-10,Wii,8.5,Music,Y
Great,Rock Band 3,http://ps3.ign.com/articles/112/1128270p1.html,25-Oct-10,PlayStation 3,8.5,Music,Y
Great,Rock Band 3,http://xbox360.ign.com/articles/113/1130389p1.html,25-Oct-10,Xbox 360,8.5,Music,Y
Bad,Time Crisis: Razing Storm,http://ps3.ign.com/articles/113/1130393p1.html,25-Oct-10,PlayStation 3,4,Shooter,N
Good,The Ball,http://pc.ign.com/articles/113/1130367p1.html,25-Oct-10,PC,7,"Action, Adventure",N
Good,DJ Max Portable 3,http://psp.ign.com/articles/113/1130390p1.html,25-Oct-10,PlayStation Portable,7,Music,N
Great,Fable III,http://xbox360.ign.com/articles/113/1130321p1.html,25-Oct-10,Xbox 360,8.5,RPG,Y
Amazing,God of War: Ghost of Sparta,http://psp.ign.com/articles/112/1129918p1.html,25-Oct-10,PlayStation Portable,9.5,"Action, Adventure",Y
Mediocre,Shaun White Skateboarding,http://xbox360.ign.com/articles/113/1130363p1.html,25-Oct-10,Xbox 360,5.5,Sports,N
Great,FIFA Soccer 11,http://pc.ign.com/articles/113/1130089p1.html,22-Oct-10,PC,8,Sports,N
Mediocre,MySims SkyHeroes,http://ds.ign.com/articles/112/1129914p1.html,22-Oct-10,Nintendo DS,5,Simulation,N
Okay,The Shoot,http://ps3.ign.com/articles/112/1129952p1.html,22-Oct-10,PlayStation 3,6,Shooter,N
Great,WWE SmackDown vs. Raw 2011,http://xbox360.ign.com/articles/112/1129736p1.html,21-Oct-10,Xbox 360,8,Wrestling,Y
Great,WWE SmackDown vs. Raw 2011,http://ps3.ign.com/articles/112/1129622p1.html,21-Oct-10,PlayStation 3,8,Wrestling,Y
Good,Buck and the Coin of Destiny,http://wireless.ign.com/articles/112/1129744p1.html,21-Oct-10,iPhone,7.5,Platformer,N
Okay,EA Sports MMA,http://wireless.ign.com/articles/112/1129841p1.html,21-Oct-10,iPhone,6.5,Fighting,N
Great,Angry Birds Seasons,http://wireless.ign.com/articles/112/1129737p1.html,21-Oct-10,iPhone,8,"Puzzle, Action",N
Great,Angry Birds Halloween HD,http://wireless.ign.com/articles/112/1129741p1.html,21-Oct-10,iPad,8,"Puzzle, Action",N
Great,Lara Croft and the Guardian of Light,http://pc.ign.com/articles/112/1129415p1.html,20-Oct-10,PC,8.5,"Action, Adventure",Y
Good,We Doodle,http://wireless.ign.com/articles/112/1129334p1.html,20-Oct-10,iPad,7.5,Board,N
Great,Reckless Racing,http://wireless.ign.com/articles/112/1129467p1.html,20-Oct-10,iPhone,8,Racing,N
Good,We Doodle,http://wireless.ign.com/articles/112/1129332p1.html,20-Oct-10,iPhone,7.5,Board,N
Okay,Gladiator Begins,http://psp.ign.com/articles/112/1129314p1.html,20-Oct-10,PlayStation Portable,6.5,"Action, RPG",N
Good,Costume Quest,http://xboxlive.ign.com/articles/112/1129465p1.html,20-Oct-10,Xbox 360,7.5,RPG,N
Good,Sonic Free Riders,http://xbox360.ign.com/articles/113/1131446p1.html,1-Nov-10,Xbox 360,7.5,"Racing, Action",N
Great,Wackylands Boss,http://wireless.ign.com/articles/113/1131316p1.html,1-Nov-10,iPhone,8,Adventure,N
Awful,The Fight: Lights Out,http://ps3.ign.com/articles/113/1131355p1.html,31-Oct-10,PlayStation 3,3,Fighting,N
Mediocre,LEGO Universe,http://pc.ign.com/articles/113/1131319p1.html,29-Oct-10,PC,5,Action,N
Mediocre,Rock of the Dead,http://xbox360.ign.com/articles/113/1131285p1.html,29-Oct-10,Xbox 360,5,Music,N
Good,The Sims 3,http://ps3.ign.com/articles/113/1131152p1.html,29-Oct-10,PlayStation 3,7.5,Simulation,N
Good,The Sims 3,http://xbox360.ign.com/articles/113/1131233p1.html,29-Oct-10,Xbox 360,7.5,Simulation,N
Amazing,Age of Zombies,http://wireless.ign.com/articles/113/1131304p1.html,29-Oct-10,iPhone,9,Action,Y
Good,Arcade Hits: Shienryu,http://ps3.ign.com/articles/113/1131261p1.html,29-Oct-10,PlayStation 3,7.5,Shooter,N
Mediocre,Worms 2: Armageddon,http://wireless.ign.com/articles/113/1131092p1.html,28-Oct-10,iPhone,5.5,Strategy,N
Great,Rock Band 3,http://wii.ign.com/articles/113/1131118p1.html,28-Oct-10,Wii,8.5,Music,Y
Bad,Power Gig: Rise of the SixString,http://ps3.ign.com/articles/113/1131062p1.html,28-Oct-10,PlayStation 3,4,Music,N
Bad,Power Gig: Rise of the SixString,http://xbox360.ign.com/articles/113/1131136p1.html,28-Oct-10,Xbox 360,4,Music,N
Good,WWE SmackDown vs. Raw 2011,http://wii.ign.com/articles/113/1130874p1.html,28-Oct-10,Wii,7.5,Wrestling,N
Great,Chu Chu Rocket,http://wireless.ign.com/articles/113/1130772p1.html,27-Oct-10,iPhone,8,Puzzle,N
Good,Dragon's Lair Trilogy,http://wii.ign.com/articles/113/1130896p1.html,27-Oct-10,Wii,7,"Action, Compilation",N
Masterpiece,Red Dead Redemption -- Undead Nightmare,http://xboxlive.ign.com/articles/113/1130683p1.html,27-Oct-10,Xbox 360,10,"Action, Adventure",Y
Good,The Sims 3: Late Night,http://pc.ign.com/articles/113/1130881p1.html,27-Oct-10,PC,7.5,Simulation,N
Great,Chu Chu Rocket (HD Edition (Chu Chu Rocket HD)),http://wireless.ign.com/articles/113/1130786p1.html,27-Oct-10,iPad,8.5,Puzzle,Y
Masterpiece,Red Dead Redemption -- Undead Nightmare,http://ps3.ign.com/articles/113/1130872p1.html,27-Oct-10,PlayStation 3,10,"Action, Adventure",Y
Great,WWE SmackDown vs. Raw 2011,http://ps2.ign.com/articles/113/1130807p1.html,27-Oct-10,PlayStation 2,8,Wrestling,N
Okay,Star Wars: The Force Unleashed II,http://pc.ign.com/articles/113/1130923p1.html,27-Oct-10,PC,6.5,Action,N
Great,DeathSpank,http://pc.ign.com/articles/113/1130843p1.html,27-Oct-10,PC,8.5,"Action, RPG",Y
Great,Lara Croft and the Guardian of Light,http://ps3.ign.com/articles/113/1130560p1.html,26-Oct-10,PlayStation 3,8.5,"Action, Adventure",Y
Bad,Saw II: Flesh & Blood,http://xbox360.ign.com/articles/113/1130502p1.html,26-Oct-10,Xbox 360,4.5,Action,N
Good,Twin Blades: The Reaping Vanguard,http://wireless.ign.com/articles/113/1132356p1.html,3-Nov-10,Windows Phone,7,Action,N
Okay,Uno [2006],http://wireless.ign.com/articles/113/1132355p1.html,3-Nov-10,Windows Phone,6,Card,N
Great,Cooking Dash 3: Thrills & Spills,http://pc.ign.com/articles/113/1132362p1.html,3-Nov-10,PC,8.5,Strategy,Y
Okay,Kinect Joy Ride,http://xbox360.ign.com/articles/113/1132361p1.html,3-Nov-10,Xbox 360,6,Racing,N
Good,Deadliest Warrior: The Game,http://ps3.ign.com/articles/113/1132247p1.html,3-Nov-10,PlayStation 3,7,"Fighting, Action",N
Mediocre,Adrenalin Misfits,http://xbox360.ign.com/articles/113/1132383p1.html,3-Nov-10,Xbox 360,5,Sports,N
Good,PokéPark Wii: Pikachu's Adventure,http://wii.ign.com/articles/113/1131838p1.html,2-Nov-10,Wii,7.5,Adventure,N
